Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Engine,Max_power,Color,Seating_capacity,Mileage
Sedan,23678,2,Maruti,Maruti Ciaz,2016,650000,Petrol,Third Party insurance,Manual,1373,91.1,Silver,5,20.73
Hatchback,38502,1,Maruti,Maruti Baleno,2018,680000,Petrol,Comprehensive,Manual,1197,81.8,Red,5,21.01
SUV,100000,1,Skoda,Skoda Kodiaq,2018,2200000,Diesel,Comprehensive,Automatic,1968,148.0,Black,7,16.25
Hatchback,30000,2,Ford,Ford Figo,2020,515000,Petrol,Third Party insurance,Manual,1194,94.93,Others,5,18.5
Hatchback,40091,1,Hyundai,Hyundai Grand i10,2019,520000,Petrol,Comprehensive,Manual,1197,81.86,Others,5,18.9
Hatchback,48113,1,Renault,Renault KWID,2016,344000,Petrol,Third Party,Manual,799,53.3,White,5,25.17
Sedan,50000,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,3100000,Diesel,Third Party insurance,Automatic,2143,167.62,White,5,19.27
SUV,50486,1,Hyundai,Hyundai Venue,2021,923000,Petrol,Comprehensive,Manual,998,118.35,Blue,5,18.27
Hatchback,26465,1,Honda,Honda Jazz,2017,662000,Petrol,Third Party,Automatic,1199,88.7,Silver,5,19.0
Sedan,50000,2,Mercedes-Benz,Mercedes-Benz C-Class,2008,750000,Petrol,Third Party insurance,Automatic,1796,186.0,Others,5,11.74
Sedan,33246,1,Maruti,Maruti Swift Dzire,2017,637000,Petrol,Third Party insurance,Automatic,1197,81.8,Red,5,21.21
SUV,30000,1,Ford,Ford Ecosport,2019,800000,Diesel,Third Party insurance,Manual,1498,98.96,Others,5,23.0
Hatchback,31754,1,Renault,Renault KWID,2021,454000,Petrol,Comprehensive,Manual,999,67.0,Brown,5,21.74
SUV,91992,2,Jeep,Jeep Compass,2018,1184000,Diesel,Third Party,Manual,1956,170.0,Silver,5,17.1
SUV,70000,1,Maruti,Maruti Vitara Brezza,2019,760000,Diesel,Third Party insurance,Manual,1248,88.5,Others,5,24.3
MUV,60000,1,Toyota,Toyota Innova,2013,1100000,Diesel,Third Party insurance,Manual,2494,100.0,Others,8,12.99
Hatchback,30000,1,Hyundai,Hyundai Grand i10,2019,545000,Petrol,Third Party insurance,Manual,1197,81.86,Others,5,18.9
Sedan,50000,2,Skoda,Skoda Rapid,2013,400000,Petrol,Third Party insurance,Automatic,1598,103.5,Others,5,14.3
Hatchback,53250,1,Maruti,Maruti Wagon R,2010,254999,Petrol,Comprehensive,Manual,998,67.05,SILKY SILVER,5,21.79
Hatchback,51555,1,Skoda,Skoda Fabia,2010,250000,Diesel,Third Party insurance,Manual,1422,70.0,Red,5,19.4
Hatchback,10000,1,Maruti,Maruti Swift,2022,750000,Petrol,Third Party insurance,Manual,1197,88.5,Others,5,22.38
Hatchback,40000,1,Hyundai,Hyundai i20,2019,700000,Diesel,Third Party insurance,Manual,1396,88.76,Others,5,22.54
Sedan,110000,1,Honda,Honda City,2011,365000,Petrol,Third Party insurance,Manual,1497,116.4,Black,5,16.8
Sedan,60000,1,Honda,Honda City,2017,750000,Petrol,Third Party insurance,Manual,1497,117.6,Others,5,17.4
Hatchback,85486,3,Hyundai,Hyundai EON,2014,254000,Petrol,Third Party insurance,Manual,814,55.2,Silver,5,21.1
Hatchback,5022,1,Tata,Tata Altroz,2022,925000,Petrol,Third Party,Automatic,1199,86.83,Red,5,18.5
Hatchback,39386,1,Maruti,Maruti Baleno,2019,750000,Petrol,Comprehensive,Automatic,1197,81.8,Blue,5,19.56
Hatchback,72679,2,Renault,Renault KWID,2016,326000,Petrol,Third Party insurance,Manual,799,53.3,White,5,25.17
Hatchback,83738,2,Hyundai,Hyundai Grand i10,2015,432000,Petrol,Comprehensive,Manual,1197,82.0,Orange,5,18.9
Hatchback,10551,1,Volkswagen,Volkswagen Polo,2021,950000,Petrol,Third Party insurance,Manual,1199,74.0,Red,5,16.2
Hatchback,31795,3,Maruti,Maruti Celerio,2019,479000,Petrol,Zero Dep,Automatic,998,67.04,Blue,5,23.1
Hatchback,76656,2,Maruti,Maruti Ritz,2009,229999,Petrol,Comprehensive,Manual,1197,85.8,White,5,21.1
Hatchback,52524,1,Datsun,Datsun RediGO,2017,301000,Petrol,Comprehensive,Manual,799,53.64,Silver,5,22.7
Hatchback,96165,1,Maruti,Maruti Swift,2013,443000,Diesel,Comprehensive,Manual,1248,74.0,Silver,5,22.9
Hatchback,92860,1,Hyundai,Hyundai i20,2014,440000,Diesel,Comprehensive,Manual,1396,88.73,Grey,5,22.54
MUV,46976,1,Maruti,Maruti Ertiga,2013,660000,Petrol,Comprehensive,Manual,1462,103.26,White,7,19.01
Hatchback,36383,1,Maruti,Maruti Alto,2007,165000,Petrol,Comprehensive,Manual,796,46.3,Maroon,5,19.7
SUV,2000,1,Mahindra,Mahindra XUV300,2022,1090000,Petrol,Comprehensive,Automatic,1197,108.6,Grey,5,17.0
SUV,26000,1,Kia,Kia Sonet,2021,1225000,Petrol,Comprehensive,Automatic,998,118.36,Maroon,5,18.3
Hatchback,42891,1,Maruti,Maruti Swift,2018,620000,Petrol,Comprehensive,Automatic,1197,81.8,Blue,5,21.21
Hatchback,34640,1,Maruti,Maruti Wagon R,2015,395000,Petrol,Comprehensive,Manual,998,67.1,Golden Brown,5,18.9
Hatchback,40000,1,Maruti,Maruti Baleno,2017,580000,Petrol,Third Party insurance,Manual,1197,83.1,Others,5,21.4
Sedan,129306,0,Maruti,Maruti Swift Dzire,2009,310000,Diesel,Third Party insurance,Manual,1248,73.9,Blue,5,19.3
SUV,42662,1,Volkswagen,Volkswagen Taigun,2021,1450000,Petrol,Comprehensive,Manual,999,113.98,Red,5,20.08
Sedan,64011,1,Hyundai,Hyundai Xcent,2016,525000,Petrol,Comprehensive,Automatic,1197,82.0,Silver,5,19.1
Hatchback,85750,3,Maruti,Maruti Swift,2013,409999,Petrol,Comprehensive,Manual,1197,88.5,Black,5,22.38
Hatchback,24774,1,Honda,Honda Jazz,2021,865000,Petrol,Comprehensive,Manual,1199,88.5,Grey,5,17.1
Hatchback,74348,1,Hyundai,Hyundai Grand i10,2019,581000,Petrol,Third Party,Manual,1197,81.86,Red,5,18.9
Sedan,40711,1,Tata,Tata Tigor,2017,518000,Petrol,Third Party,Manual,1199,84.0,Red,5,20.3
Hatchback,39386,1,Maruti,Maruti Baleno,2019,790000,Petrol,Comprehensive,Automatic,1197,81.8,Blue,5,19.56
Hatchback,93806,2,Maruti,Maruti Baleno,2016,547000,Petrol,Third Party insurance,Manual,1197,83.1,Red,5,21.4
Hatchback,80000,1,Ford,Ford Figo,2014,300000,Diesel,Third Party insurance,Manual,1399,68.05,Others,5,20.0
Hatchback,86304,1,Tata,Tata Tiago,2016,407000,Petrol,Third Party insurance,Manual,1199,84.0,Others,5,23.84
SUV,46566,2,Honda,Honda WR-V,2019,692000,Petrol,Third Party,Manual,1199,88.7,Silver,5,17.5
Hatchback,74367,1,Maruti,Maruti Swift,2015,455000,Petrol,Third Party insurance,Manual,1197,81.8,Grey,5,21.21
Hatchback,48098,1,Maruti,Maruti Alto 800,2016,295000,Petrol,Comprehensive,Manual,796,47.3,Grey,5,22.74
Sedan,36408,2,Honda,Honda City,2014,680000,Petrol,Comprehensive,Automatic,1497,117.3,Silver,5,18.0
MUV,60000,1,Maruti,Maruti Ertiga,2017,985000,Diesel,Third Party insurance,Manual,1248,88.5,Others,7,24.52
Hatchback,61696,2,Hyundai,Hyundai i10,2014,340000,Petrol,Third Party insurance,Manual,1197,78.9,Silver,5,20.36
Hatchback,110000,1,Tata,Tata Indica,2007,100000,Diesel,Third Party insurance,Manual,1396,52.768119999999996,Brown,5,17.2
Hatchback,85223,1,Maruti,Maruti Celerio,2015,365000,Petrol,Third Party insurance,Manual,998,67.04,Yellow,5,23.1
MUV,120000,1,Toyota,Toyota Innova,2012,1050000,Diesel,Third Party insurance,Manual,2494,100.0,Gray,8,12.99
Sedan,110000,2,Tata,Tata Indigo,2013,183000,Diesel,Third Party insurance,Manual,1396,69.0,Others,5,25.0
Hatchback,33961,1,Volkswagen,Volkswagen Polo,2016,660000,Petrol,Comprehensive,Manual,1199,74.0,Blue,5,16.2
Sedan,76597,2,Honda,Honda Amaze,2014,403000,Petrol,Comprehensive,Manual,1198,86.7,Others,5,18.0
Hatchback,36573,3,Maruti,Maruti Baleno,2017,563000,Petrol,Third Party,Manual,1197,83.1,White,5,21.4
SUV,10000,1,Toyota,Toyota Hyryder,2023,2000000,Petrol,Third Party insurance,Automatic,1462,101.64,Others,5,20.58
Hatchback,45636,1,Maruti,Maruti Wagon R,2016,436000,Petrol,Comprehensive,Automatic,998,67.0,Silver,5,20.51
Sedan,58698,1,Maruti,Maruti Ciaz,2017,681000,Petrol,Comprehensive,Automatic,1373,91.1,Silver,5,19.12
Hatchback,10000,1,Maruti,Maruti Wagon R,2023,590000,Petrol,Third Party insurance,Manual,998,65.71,Others,5,24.35
Hatchback,77603,1,Maruti,Maruti Baleno,2016,632000,Diesel,Comprehensive,Manual,1248,74.0,Silver,5,27.39
SUV,60000,1,Maruti,Maruti Vitara Brezza,2019,890000,Diesel,Third Party insurance,Automatic,1248,88.5,Red,5,24.3
Sedan,65675,2,Honda,Honda Amaze,2018,726000,Diesel,Comprehensive,Automatic,1498,78.9,Silver,5,23.8
Sedan,120797,1,Maruti,Maruti Swift Dzire,2015,551000,Diesel,Comprehensive,Manual,1248,74.0,Silver,5,26.59
Hatchback,10000,1,Hyundai,Hyundai i20,2019,850000,Petrol,Third Party insurance,Automatic,1197,81.86,White,5,17.4
Hatchback,18228,2,Maruti,Maruti Alto K10,2018,382000,Petrol,Third Party insurance,Manual,998,67.05,Grey,5,23.95
Sedan,33654,1,Maruti,Maruti Swift Dzire,2017,765000,Diesel,Comprehensive,Manual,1248,73.9,Silver,5,19.3
Hatchback,61633,2,Maruti,Maruti Zen Estilo,2010,195000,Petrol,Comprehensive,Manual,998,67.1,Silver,5,19.0
Hatchback,45333,1,Renault,Renault KWID,2018,390000,Petrol,Comprehensive,Manual,999,67.0,Silver,5,23.01
Hatchback,63670,1,Hyundai,Hyundai Grand i10,2018,480000,Diesel,Third Party insurance,Manual,1186,73.97,Red,5,24.0
Hatchback,95535,1,Maruti,Maruti Swift,2013,455000,Diesel,Comprehensive,Manual,1248,74.0,Grey,5,22.9
MUV,175000,1,Toyota,Toyota Innova Crysta,2016,1750000,Diesel,Comprehensive,Automatic,2755,171.5,Brown,7,11.36
Hatchback,80000,2,Volkswagen,Volkswagen Polo,2015,520000,Diesel,Third Party insurance,Manual,1498,88.8,Others,5,20.14
MUV,55500,1,Toyota,Toyota Innova Crysta,2020,2625000,Diesel,Comprehensive,Automatic,2393,147.51,White,7,13.68
SUV,42375,2,Honda,Honda WR-V,2017,782000,Petrol,Third Party insurance,Manual,1199,88.7,Silver,5,17.5
Sedan,63155,2,Hyundai,Hyundai Xcent,2018,611000,Diesel,Third Party insurance,Manual,1186,73.97,Silver,5,25.4
SUV,85000,2,Toyota,Toyota Fortuner,2015,1700000,Diesel,Comprehensive,Manual,2982,168.5,White,7,13.0
Sedan,106121,1,Maruti,Maruti Swift Dzire,2014,515000,Diesel,Third Party,Manual,1248,74.0,Silver,5,23.4
Hatchback,51012,1,Maruti,Maruti Swift,2022,679000,Petrol,Comprehensive,Manual,1197,88.5,Others,5,22.38
Sedan,62930,1,Maruti,Maruti Swift Dzire,2012,409999,Petrol,Third Party insurance,Manual,1197,85.8,Grey,5,19.0
SUV,111242,1,Mahindra,Mahindra TUV 300,2019,798000,Diesel,Third Party insurance,Manual,1493,100.0,Others,7,18.49
SUV,16000,1,Kia,Kia Sonet,2022,944999,Petrol,Comprehensive,Manual,1197,81.86,Maroon,5,18.4
SUV,72898,1,Renault,Renault Duster,2018,885000,Diesel,Third Party,Manual,1461,108.45,White,5,19.6
Hatchback,97326,1,Hyundai,Hyundai i20,2018,574000,Petrol,Zero Dep,Manual,1197,81.83,Silver,5,18.6
SUV,1870,1,Honda,Honda WR-V,2018,710000,Diesel,Comprehensive,Manual,1498,98.6,PREMIUM AMBER METALLIC,5,25.5
Hatchback,10000,1,Hyundai,Hyundai Santro,2022,620000,Petrol,Third Party insurance,Automatic,1086,68.05,Black,5,20.3
Hatchback,110000,1,Chevrolet,Chevrolet Beat,2016,225000,Diesel,Third Party insurance,Manual,936,56.3,Others,5,25.44
Hatchback,20000,1,Maruti,Maruti Ignis,2017,500000,Petrol,Third Party insurance,Manual,1197,81.8,Red,5,20.89
SUV,70000,1,Hyundai,Hyundai Creta,2018,1150000,Diesel,Third Party insurance,Manual,1582,126.2,Others,5,19.67
Hatchback,30000,1,Datsun,Datsun RediGO,2018,285000,Petrol,Third Party insurance,Manual,799,53.64,Others,5,22.7
Sedan,167332,0,Honda,Honda City,2015,445000,Petrol,Third Party insurance,Manual,1497,117.3,Brown,5,17.4
Sedan,71887,2,Honda,Honda City,2015,550000,Petrol,Comprehensive,Manual,1497,117.6,TITANIUM GREY,5,17.4
Hatchback,100000,2,Ford,Ford Figo,2011,200000,Diesel,Third Party insurance,Manual,1399,68.0,Others,5,20.0
SUV,20000,2,Skoda,Skoda Kushaq,2021,1300000,Petrol,Third Party insurance,Automatic,999,113.98,White,5,17.2
SUV,61426,2,Renault,Renault Duster,2018,678000,Petrol,Third Party,Manual,1498,104.5,Brown,5,14.19
Hatchback,121735,2,Toyota,Toyota Etios Liva,2012,310000,Petrol,Third Party insurance,Manual,1197,104.5,Black,5,18.3
SUV,15000,1,Hyundai,Hyundai Creta,2022,1825000,Petrol,Comprehensive,Automatic,1497,113.18,White,5,18.3
Hatchback,71195,1,Maruti,Maruti Swift,2013,430999,Diesel,Comprehensive,Manual,1248,74.0,Red,5,22.9
Sedan,91700,1,Volkswagen,Volkswagen Vento,2016,728000,Petrol,Third Party,Automatic,1197,103.2,Brown,5,18.19
Hatchback,132724,0,Maruti,Maruti Alto K10,2015,225000,Petrol,Third Party insurance,Manual,998,67.05,Red,5,23.95
SUV,59232,1,Maruti,Maruti Vitara Brezza,2016,861000,Diesel,Comprehensive,Manual,1248,88.5,Silver,5,24.3
Hatchback,55023,1,Volkswagen,Volkswagen Polo,2017,780000,Petrol,Third Party insurance,Automatic,1197,103.5,Red,5,17.21
SUV,58323,1,Hyundai,Hyundai Creta,2020,1478000,Diesel,Third Party,Manual,1493,113.45,Blue,5,17.21
SUV,73498,2,Mahindra,Mahindra TUV 300,2016,695000,Diesel,Third Party,Manual,1493,100.0,Black,7,18.49
SUV,52743,1,Maruti,Maruti Vitara Brezza,2018,800000,Diesel,Comprehensive,Manual,1248,88.5,White,5,24.3
SUV,49000,1,BMW,BMW X1,2018,2700000,Diesel,Comprehensive,Automatic,1995,184.0,White,5,17.05
Sedan,100000,2,Hyundai,Hyundai Verna,2012,420000,Diesel,Third Party insurance,Manual,1582,126.3,Others,5,22.32
Hatchback,111350,1,Maruti,Maruti Swift,2011,290000,Petrol,Comprehensive,Manual,1197,83.8372,COPPER,5,16.1
SUV,105000,2,Land Rover,Land Rover Range Rover Evoque,2013,2000000,Diesel,Comprehensive,Automatic,2179,187.7,Red,5,12.7
Sedan,150000,1,Skoda,Skoda Octavia,2005,100000,Diesel,Third Party insurance,Manual,1896,65.09712,Gray,5,18.7
Hatchback,20000,1,Tata,Tata Tiago,2022,650000,CNG,Third Party insurance,Manual,1199,72.0,Others,5,26.49
Sedan,63134,1,Ford,Ford Aspire,2017,500000,Diesel,Third Party insurance,Manual,1498,99.0,Silver,5,25.83
Sedan,89547,1,Honda,Honda City,2019,790000,Petrol,Third Party insurance,Automatic,1497,117.6,White,5,17.4
SUV,25000,1,Ford,Ford Ecosport,2018,900000,Diesel,Comprehensive,Manual,1498,98.96,Blue,5,21.7
Hatchback,61583,2,Volkswagen,Volkswagen Polo,2016,568000,Petrol,Third Party,Manual,1199,74.0,Silver,5,16.2
Sedan,102002,1,Honda,Honda Amaze,2015,461000,Diesel,Third Party,Manual,1498,98.6,Silver,5,25.8
Hatchback,38980,2,Maruti,Maruti Wagon R,2016,400000,Petrol,Comprehensive,Manual,998,67.1,Grey,5,18.9
Sedan,108463,1,Hyundai,Hyundai Elantra,2017,983000,Petrol,Third Party,Automatic,1999,149.92,Blue,5,14.62
SUV,30033,1,Honda,Honda WR-V,2017,739000,Petrol,Zero Dep,Manual,1199,88.7,Brown,5,17.5
Hatchback,29084,1,Renault,Renault KWID,2016,340000,Petrol,Comprehensive,Manual,799,53.3,Brown,5,25.17
Hatchback,69437,3,Maruti,Maruti Celerio,2016,366000,Petrol,Third Party,Manual,998,67.04,White,5,23.1
Sedan,70000,2,Honda,Honda New Accord,2009,300000,Petrol,Third Party insurance,Manual,2354,177.6,Others,5,12.8
Hatchback,88122,3,Maruti,Maruti Swift,2013,368000,Petrol,Comprehensive,Manual,1197,88.5,Others,5,22.38
Sedan,98263,2,Volkswagen,Volkswagen Vento,2011,346000,Petrol,Third Party,Manual,1598,103.6,Others,5,15.04
Hatchback,73674,2,Honda,Honda Jazz,2016,450000,Petrol,Comprehensive,Manual,1199,88.7,White,5,18.7
Hatchback,37718,1,Maruti,Maruti Celerio,2016,450000,Petrol,Comprehensive,Manual,998,67.04,Blue,5,23.1
Hatchback,66030,1,Honda,Honda Jazz,2016,590000,Diesel,Third Party insurance,Manual,1498,98.6,White,5,27.3
Hatchback,72110,1,Hyundai,Hyundai Santro Xing,2006,185000,Petrol,Third Party insurance,Manual,1086,98.6,R EARTH,5,17.0
Hybrids,35000,1,Volvo,Volvo XC 90,2017,8200000,Petrol,Comprehensive,Automatic,1969,400.0,White,4,18.0
Sedan,100000,1,Honda,Honda City,2008,200000,Petrol,Third Party insurance,Manual,1497,116.38575999999999,Gray,5,17.0
Hatchback,10000,1,Hyundai,Hyundai Grand i10,2013,300000,Petrol,Third Party insurance,Manual,1197,82.0,Orange,5,18.9
Hatchback,20000,1,Maruti,Maruti Ritz,2010,150000,Petrol,Third Party insurance,Manual,1197,85.8,Others,5,21.1
Minivans,90000,3,Maruti,Maruti Versa,2002,80000,Petrol,Third Party insurance,Manual,1298,81.96319199999999,Others,8,11.3
Hatchback,90000,4,Fiat,Fiat Punto,2014,180000,Petrol,Third Party insurance,Manual,1172,67.0,Others,5,15.7
Hatchback,56118,1,Toyota,Toyota Glanza,2020,843000,Petrol,Third Party insurance,Automatic,1197,81.8,Red,5,19.56
Hatchback,93968,1,Hyundai,Hyundai i10,2012,300000,Petrol,Comprehensive,Manual,1197,78.9,Silver,5,20.36
Hatchback,30000,1,Hyundai,Hyundai Grand i10 Nios,2021,560000,Petrol,Third Party insurance,Manual,1197,81.86,Others,5,20.7
Hatchback,41364,2,Volkswagen,Volkswagen Polo,2020,744000,Petrol,Third Party,Manual,999,75.1,White,5,17.74
Sedan,108898,2,Honda,Honda City,2013,419000,Petrol,Comprehensive,Automatic,1497,116.4,Silver,5,16.8
MUV,3500,1,Toyota,Toyota Innova Crysta,2022,2655000,Petrol,Comprehensive,Automatic,2694,163.6,White,7,8.0
SUV,35589,1,Kia,Kia Seltos,2020,1369000,Petrol,Comprehensive,Manual,1497,113.43,White,5,16.8
Sedan,150000,1,Mitsubishi,Mitsubishi Lancer,2003,90000,Petrol,Third Party insurance,Manual,1468,85.8,Black,5,13.7
Hatchback,41514,1,Hyundai,Hyundai i10,2016,380000,Petrol,Comprehensive,Manual,1086,68.05,Silver,5,19.81
MUV,27925,1,Renault,Renault Triber,2021,661000,Petrol,Third Party,Manual,999,71.01,Silver,7,20.0
Sedan,10000,1,Skoda,Skoda Slavia,2022,2000000,Petrol,Third Party insurance,Automatic,1498,147.52,Black,5,18.41
SUV,40000,2,Mahindra,Mahindra KUV 100,2017,320000,Petrol,Third Party insurance,Manual,1198,82.0,Others,6,18.15
Hatchback,60000,2,Hyundai,Hyundai EON,2014,200000,Petrol,Third Party insurance,Manual,814,55.2,Others,5,21.1
Sedan,90000,5,Hyundai,Hyundai Verna,2008,145000,Petrol,Third Party insurance,Manual,1599,101.788224,Black,5,13.9
Hatchback,65744,3,Volkswagen,Volkswagen Polo,2013,325000,Petrol,Third Party insurance,Manual,1198,74.0,Red,5,16.47
Hatchback,80000,4,Maruti,Maruti A-Star,2011,200000,Petrol,Third Party insurance,Automatic,998,66.1,Others,5,16.98
MUV,30000,2,Maruti,Maruti Ertiga,2020,1025000,Petrol,Third Party insurance,Automatic,1462,103.26,Others,7,17.99
Hatchback,60000,3,Tata,Tata Indica,2007,50000,Diesel,Third Party insurance,Manual,1396,52.768119999999996,Silver,5,17.2
SUV,20000,1,Skoda,Skoda Kushaq,2022,1300000,Petrol,Third Party insurance,Automatic,999,113.98,Gray,5,17.2
Sedan,90000,3,Volkswagen,Volkswagen Vento,2012,231999,Petrol,Third Party insurance,Manual,1598,103.5636,Others,5,15.8
SUV,18655,1,Volkswagen,Volkswagen Taigun,2021,1639000,Petrol,Third Party,Manual,1498,147.51,Silver,5,17.88
Hatchback,51578,1,Tata,Tata Tiago,2020,536000,Petrol,Third Party insurance,Manual,1199,84.82,White,5,19.01
Hatchback,113000,1,Ford,Ford Figo,2012,229999,Diesel,Comprehensive,Manual,1498,99.0,White,5,25.83
Hatchback,27861,1,Renault,Renault KWID,2016,357000,Petrol,Third Party insurance,Manual,799,53.3,White,5,25.17
Sedan,20419,1,Maruti,Maruti Ciaz,2020,786000,Petrol,Third Party,Manual,1462,103.25,Silver,5,21.56
Sedan,49165,2,Volkswagen,Volkswagen Vento,2013,409999,Petrol,Third Party insurance,Manual,1598,103.2,White,5,16.09
SUV,38309,2,Honda,Honda WR-V,2018,607000,Petrol,Comprehensive,Manual,1199,88.7,Others,5,17.5
SUV,12000,1,Toyota,Toyota Urban cruiser,2022,1150000,Petrol,Comprehensive,Automatic,1462,103.26,White,5,18.76
Hatchback,27872,1,Honda,Honda Jazz,2017,684000,Petrol,Comprehensive,Automatic,1199,88.7,Brown,5,19.0
Hatchback,14023,1,Renault,Renault KWID,2022,451000,Petrol,Third Party,Manual,799,53.26,Red,5,22.25
MUV,30000,1,Maruti,Maruti Ertiga,2019,985000,Petrol,Third Party insurance,Manual,1462,103.0,White,7,19.34
SUV,30000,1,Tata,Tata Nexon,2021,800000,Diesel,Third Party insurance,Manual,1497,108.5,Others,5,21.5
Sedan,116377,2,Hyundai,Hyundai Verna,2012,450000,Diesel,Third Party insurance,Manual,1582,126.2,Red,5,23.9
Hatchback,13109,1,Volkswagen,Volkswagen Polo,2021,785000,Diesel,Comprehensive,Manual,1199,73.9,White,5,22.07
Sedan,67500,1,Ford,Ford Aspire,2015,415000,Diesel,Comprehensive,Manual,1498,99.0,White,5,25.83
Hatchback,84169,1,Hyundai,Hyundai Santro Xing,2007,150000,Petrol,Third Party insurance,Manual,1086,99.0,Black,5,25.83
Sedan,50000,2,Audi,Audi A3,2016,1500000,Diesel,Third Party insurance,Automatic,1968,143.0,Others,5,20.38
Hatchback,80000,3,Ford,Ford Figo,2011,170000,Petrol,Third Party insurance,Manual,1196,70.0,Others,5,15.6
MUV,14475,1,Maruti,Maruti Ertiga,2022,1000000,Petrol,Comprehensive,Manual,1373,93.7,Grey,7,16.02
Hatchback,20000,3,Hyundai,Hyundai Grand i10 Nios,2020,570000,Petrol,Third Party insurance,Automatic,1197,81.86,Others,5,20.7
Hatchback,53631,1,Maruti,Maruti Baleno,2018,638000,Petrol,Third Party insurance,Automatic,1197,83.1,Red,5,21.4
SUV,92562,1,Ford,Ford Ecosport,2018,674000,Petrol,Third Party,Automatic,1497,121.36,Blue,5,14.8
Sedan,90000,3,Maruti,Maruti SX4,2010,200000,Petrol,Third Party insurance,Manual,1586,103.2479776,Others,5,15.0
Hatchback,24690,1,Maruti,Maruti Alto 800,2021,433000,Petrol,Zero Dep,Manual,796,47.33,Blue,5,22.05
Hatchback,15915,1,Renault,Renault KWID,2020,518000,Petrol,Comprehensive,Automatic,999,67.0,Brown,5,22.0
Hatchback,100000,2,Ford,Ford Figo,2011,175000,Diesel,Third Party insurance,Manual,1399,68.0,Green,5,20.0
SUV,36390,1,Renault,Renault Kiger,2021,840000,Petrol,Comprehensive,Manual,999,98.63,Blue,5,20.5
Hatchback,9112,1,Maruti,Maruti Ritz,2012,295000,Petrol,Comprehensive,Manual,1197,85.8,Red,5,21.1
Hatchback,13923,1,Ford,Ford Figo,2021,740000,Petrol,Comprehensive,Automatic,1194,95.48,White,5,16.0
Hatchback,58263,1,Maruti,Maruti Celerio,2017,520000,Petrol,Comprehensive,Manual,998,65.71,Blue,5,25.24
Minivans,20000,1,Maruti,Maruti Eeco,2021,470000,Petrol,Third Party insurance,Manual,1196,72.41,Gray,7,16.11
Hatchback,80000,3,Maruti,Maruti Ritz,2015,200000,Diesel,Third Party insurance,Manual,1248,73.94,Others,5,23.2
Hatchback,65991,0,Maruti,Maruti Swift,2013,395000,Diesel,Third Party insurance,Manual,1248,74.0,Blue,5,22.9
Hatchback,13397,1,Mahindra,Mahindra KUV 100 NXT,2016,350000,Diesel,Comprehensive,Manual,1198,77.0,Red,6,25.32
Sedan,57121,2,Maruti,Maruti Ciaz,2015,550000,Petrol,Comprehensive,Automatic,1373,91.1,Brown,5,19.12
Sedan,70418,1,Tata,Tata Zest,2015,400000,Petrol,Comprehensive,Manual,1193,88.7,PLATINUM SILVER,5,17.57
Sedan,22421,0,Honda,Honda Amaze,2019,640000,Petrol,Third Party insurance,Automatic,1199,88.76,Red,5,19.0
Hatchback,83045,0,Tata,Tata Indica,2009,135000,Diesel,Third Party insurance,Manual,1405,70.02871999999999,Orange,5,17.0
Hatchback,86715,0,Hyundai,Hyundai i10,2008,170000,Petrol,Third Party insurance,Manual,1197,78.9,Black,5,20.36
Hatchback,77032,0,Hyundai,Hyundai i10,2008,195000,Petrol,Third Party insurance,Manual,1086,68.05,Red,5,19.81
Hatchback,21614,1,Datsun,Datsun RediGO,2019,312000,Petrol,Third Party insurance,Manual,799,53.64,White,5,22.7
Hatchback,35375,1,Maruti,Maruti Alto 800,2020,383000,Petrol,Third Party,Manual,796,47.33,Silver,5,22.05
Sedan,89545,0,Volkswagen,Volkswagen Vento,2010,310000,Diesel,Third Party insurance,Manual,1598,103.6,Silver,5,20.54
Hatchback,83298,1,Hyundai,Hyundai i20,2019,590000,Petrol,Third Party insurance,Manual,1197,81.86,Silver,5,18.6
Hatchback,33250,1,Maruti,Maruti Ignis,2022,758000,Petrol,Zero Dep,Automatic,1197,81.8,Blue,5,20.89
Hatchback,75000,2,Honda,Honda Jazz,2015,480000,Petrol,Comprehensive,Manual,1199,88.7,Grey,5,18.2
SUV,87026,1,Ford,Ford Ecosport,2018,794000,Diesel,Comprehensive,Manual,1498,98.96,Red,5,23.0
MUV,33000,1,Toyota,Toyota Innova Crysta,2021,2850000,Diesel,Comprehensive,Automatic,2393,148.0,White,7,12.0
Sedan,37294,2,Honda,Honda City,2020,1069000,Petrol,Comprehensive,Manual,1498,119.35,Maroon,5,18.6
Hatchback,65840,1,Renault,Renault KWID,2016,327000,Petrol,Third Party,Manual,799,53.3,Red,5,25.17
SUV,45000,2,Isuzu,Isuzu MU-X,2019,1900000,Diesel,Comprehensive,Automatic,2999,175.0,Black,7,13.8
Sedan,62865,1,Honda,Honda Amaze,2015,425000,Petrol,Comprehensive,Manual,1199,88.76,ORCHID WHITE PEARL,5,18.6
Hatchback,62442,1,Mahindra,Mahindra KUV 100 NXT,2017,434999,Diesel,Third Party insurance,Manual,1198,77.0,Red,6,25.32
Sedan,154931,2,Volkswagen,Volkswagen Vento,2014,330000,Petrol,Comprehensive,Manual,1598,103.2,MET ECRU BEIGE,5,15.04
Sedan,63318,1,Honda,Honda City,2017,800000,Petrol,Comprehensive,Manual,1497,117.6,White,5,17.4
